"cod_coordenacao_regional";"coordenacao_regional";"cod_escola";"escola";"tipo_escola";"curso";"serie";"turno";"cod_turma";"turma";"capacidade_alunos";"total_alunos_enturmados"
3;CRE - Plano Piloto e Cruzeiro;3;CENTRO DE ENSINO FUNDAMENTAL 01 DO CRUZEIRO;pública;Ensino Fundamental de 9 Anos - Ciclos;Não seriada - Ciclo Especial;Vespertino;144.777;CE_NS_V_1_A;12;0
3;CRE - Plano Piloto e Cruzeiro;3;CENTRO DE ENSINO FUNDAMENTAL 01 DO CRUZEIRO;pública;Ensino Fundamental de 9 Anos - Ciclos;"2º Ciclo - Bloco 1";Vespertino;144.778;"2º Ano - A";26;0
3;CRE - Plano Piloto e Cruzeiro;3;CENTRO DE ENSINO FUNDAMENTAL 01 DO CRUZEIRO;pública;Ensino Fundamental de 9 Anos - Ciclos;"2º Ciclo - Bloco 1";Vespertino;144.779;"2º Ano - B";15;0
3;CRE - Plano Piloto e Cruzeiro;3;CENTRO DE ENSINO FUNDAMENTAL 01 DO CRUZEIRO;pública;Ensino Fundamental de 9 Anos - Ciclos;"2º Ciclo - Bloco 1";Vespertino;144.780;"2º Ano - C";18;0
3;CRE - Plano Piloto e Cruzeiro;3;CENTRO DE ENSINO FUNDAMENTAL 01 DO CRUZEIRO;pública;Ensino Fundamental de 9 Anos - Ciclos;"2º Ciclo - Bloco 1";Vespertino;144.781;"1º Ano - D";24;0
3;CRE - Plano Piloto e Cruzeiro;3;CENTRO DE ENSINO FUNDAMENTAL 01 DO CRUZEIRO;pública;Ensino Fundamental de 9 Anos - Ciclos;"2º Ciclo - Bloco 1";Vespertino;144.782;"1º Ano - E";26;0
3;CRE - Plano Piloto e Cruzeiro;3;CENTRO DE ENSINO FUNDAMENTAL 01 DO CRUZEIRO;pública;Ensino Fundamental de 9 Anos - Ciclos;"2º Ciclo - Bloco 1";Vespertino;144.783;"3º Ano - F";26;0
3;CRE - Plano Piloto e Cruzeiro;3;CENTRO DE ENSINO FUNDAMENTAL 01 DO CRUZEIRO;pública;Ensino Fundamental de 9 Anos - Ciclos;"2º Ciclo - Bloco 1";Vespertino;144.784;"3º Ano - G";15;0
3;CRE - Plano Piloto e Cruzeiro;3;CENTRO DE ENSINO FUNDAMENTAL 01 DO CRUZEIRO;pública;Ensino Fundamental de 9 Anos - Ciclos;Não seriada - Ciclo Especial;Vespertino;144.785;CE_NS_V_1_B;2;0
3;CRE - Plano Piloto e Cruzeiro;3;CENTRO DE ENSINO FUNDAMENTAL 01 DO CRUZEIRO;pública;Ensino Fundamental de 9 Anos - Ciclos;Não seriada - Ciclo Especial;Vespertino;144.786;CE_NS_V_1_C;2;0
3;CRE - Plano Piloto e Cruzeiro;3;CENTRO DE ENSINO FUNDAMENTAL 01 DO CRUZEIRO;pública;Ensino Fundamental de 9 Anos - Ciclos;"2º Ciclo - Bloco 1";Matutino;144.787;"1º Ano - A";15;0
3;CRE - Plano Piloto e Cruzeiro;3;CENTRO DE ENSINO FUNDAMENTAL 01 DO CRUZEIRO;pública;Ensino Fundamental de 9 Anos - Ciclos;"2º Ciclo - Bloco 2";Vespertino;144.788;"4º Ano - A";22;0
3;CRE - Plano Piloto e Cruzeiro;3;CENTRO DE ENSINO FUNDAMENTAL 01 DO CRUZEIRO;pública;Ensino Fundamental de 9 Anos - Ciclos;"2º Ciclo - Bloco 2";Vespertino;144.789;"5º Ano - B";30;0
3;CRE - Plano Piloto e Cruzeiro;3;CENTRO DE ENSINO FUNDAMENTAL 01 DO CRUZEIRO;pública;Ensino Fundamental de 9 Anos - Ciclos;"2º Ciclo - Bloco 2";Vespertino;144.790;"5º Ano - C";22;0
3;CRE - Plano Piloto e Cruzeiro;3;CENTRO DE ENSINO FUNDAMENTAL 01 DO CRUZEIRO;pública;Ensino Fundamental de 9 Anos - Ciclos;"2º Ciclo - Bloco 2";Vespertino;144.791;"5º Ano - D";22;0
3;CRE - Plano Piloto e Cruzeiro;3;CENTRO DE ENSINO FUNDAMENTAL 01 DO CRUZEIRO;pública;Ensino Fundamental de 9 Anos - Ciclos;"2º Ciclo - Bloco 2";Vespertino;144.792;"4º Ano - E";24;0
3;CRE - Plano Piloto e Cruzeiro;3;CENTRO DE ENSINO FUNDAMENTAL 01 DO CRUZEIRO;pública;Ensino Fundamental de 9 Anos - Ciclos;"2º Ciclo - Bloco 2";Vespertino;144.793;"4º Ano - F";18;0
3;CRE - Plano Piloto e Cruzeiro;3;CENTRO DE ENSINO FUNDAMENTAL 01 DO CRUZEIRO;pública;Ensino Fundamental de 9 Anos - Ciclos;"3º Ciclo - Bloco 1";Matutino;144.794;"7º Ano - A";18;0
3;CRE - Plano Piloto e Cruzeiro;3;CENTRO DE ENSINO FUNDAMENTAL 01 DO CRUZEIRO;pública;Ensino Fundamental de 9 Anos - Ciclos;"3º Ciclo - Bloco 1";Matutino;144.795;"6º Ano - B";18;0
3;CRE - Plano Piloto e Cruzeiro;3;CENTRO DE ENSINO FUNDAMENTAL 01 DO CRUZEIRO;pública;Ensino Fundamental de 9 Anos - Ciclos;"3º Ciclo - Bloco 1";Matutino;144.796;"7º Ano - C";28;0
3;CRE - Plano Piloto e Cruzeiro;3;CENTRO DE ENSINO FUNDAMENTAL 01 DO CRUZEIRO;pública;Ensino Fundamental de 9 Anos - Ciclos;"3º Ciclo - Bloco 1";Matutino;144.797;"7º Ano - D";28;0
3;CRE - Plano Piloto e Cruzeiro;3;CENTRO DE ENSINO FUNDAMENTAL 01 DO CRUZEIRO;pública;Ensino Fundamental de 9 Anos - Ciclos;"3º Ciclo - Bloco 1";Matutino;144.798;"7º Ano - E";28;0
3;CRE - Plano Piloto e Cruzeiro;3;CENTRO DE ENSINO FUNDAMENTAL 01 DO CRUZEIRO;pública;Ensino Fundamental de 9 Anos - Ciclos;"3º Ciclo - Bloco 1";Matutino;144.799;"7º Ano - F";28;0
3;CRE - Plano Piloto e Cruzeiro;3;CENTRO DE ENSINO FUNDAMENTAL 01 DO CRUZEIRO;pública;Ensino Fundamental de 9 Anos - Ciclos;"3º Ciclo - Bloco 1";Matutino;144.800;"7º Ano - G";28;0
3;CRE - Plano Piloto e Cruzeiro;3;CENTRO DE ENSINO FUNDAMENTAL 01 DO CRUZEIRO;pública;Ensino Fundamental de 9 Anos - Ciclos;"3º Ciclo - Bloco 1";Matutino;144.801;"6º Ano - H";22;0
3;CRE - Plano Piloto e Cruzeiro;3;CENTRO DE ENSINO FUNDAMENTAL 01 DO CRUZEIRO;pública;Ensino Fundamental de 9 Anos - Ciclos;"3º Ciclo - Bloco 1";Matutino;144.802;"6º Ano - I";22;0
3;CRE - Plano Piloto e Cruzeiro;3;CENTRO DE ENSINO FUNDAMENTAL 01 DO CRUZEIRO;pública;Ensino Fundamental de 9 Anos - Ciclos;"3º Ciclo - Bloco 1";Matutino;144.803;"6º Ano - J";22;0
3;CRE - Plano Piloto e Cruzeiro;3;CENTRO DE ENSINO FUNDAMENTAL 01 DO CRUZEIRO;pública;Ensino Fundamental de 9 Anos - Ciclos;"3º Ciclo - Bloco 1";Matutino;144.804;"6º Ano - K";22;0
3;CRE - Plano Piloto e Cruzeiro;3;CENTRO DE ENSINO FUNDAMENTAL 01 DO CRUZEIRO;pública;Ensino Fundamental de 9 Anos - Ciclos;"3º Ciclo - Bloco 2";Matutino;144.805;"8º Ano - A";32;0
3;CRE - Plano Piloto e Cruzeiro;3;CENTRO DE ENSINO FUNDAMENTAL 01 DO CRUZEIRO;pública;Ensino Fundamental de 9 Anos - Ciclos;"3º Ciclo - Bloco 2";Matutino;144.806;"9º Ano - B";18;0
3;CRE - Plano Piloto e Cruzeiro;3;CENTRO DE ENSINO FUNDAMENTAL 01 DO CRUZEIRO;pública;Ensino Fundamental de 9 Anos - Ciclos;"3º Ciclo - Bloco 2";Matutino;144.807;"8º Ano - C";28;0
3;CRE - Plano Piloto e Cruzeiro;3;CENTRO DE ENSINO FUNDAMENTAL 01 DO CRUZEIRO;pública;Ensino Fundamental de 9 Anos - Ciclos;"3º Ciclo - Bloco 2";Matutino;144.808;"8º Ano - D";28;0
3;CRE - Plano Piloto e Cruzeiro;3;CENTRO DE ENSINO FUNDAMENTAL 01 DO CRUZEIRO;pública;Ensino Fundamental de 9 Anos - Ciclos;"3º Ciclo - Bloco 2";Matutino;144.809;"8º Ano - E";28;0
3;CRE - Plano Piloto e Cruzeiro;3;CENTRO DE ENSINO FUNDAMENTAL 01 DO CRUZEIRO;pública;Ensino Fundamental de 9 Anos - Ciclos;"3º Ciclo - Bloco 2";Matutino;144.810;"9º Ano - F";28;0
3;CRE - Plano Piloto e Cruzeiro;3;CENTRO DE ENSINO FUNDAMENTAL 01 DO CRUZEIRO;pública;Ensino Fundamental de 9 Anos - Ciclos;"3º Ciclo - Bloco 2";Matutino;144.811;"9º Ano - G";28;0
3;CRE - Plano Piloto e Cruzeiro;3;CENTRO DE ENSINO FUNDAMENTAL 01 DO CRUZEIRO;pública;Ensino Fundamental de 9 Anos - Ciclos;Não seriada - Ciclo Especial;Vespertino;144.812;SR_NS_V_1_D;10;0
3;CRE - Plano Piloto e Cruzeiro;3;CENTRO DE ENSINO FUNDAMENTAL 01 DO CRUZEIRO;pública;Ensino Fundamental de 9 Anos - Ciclos;Não seriada - Ciclo Especial;Vespertino;144.813;SR_NS_V_1_E;10;0
3;CRE - Plano Piloto e Cruzeiro;3;CENTRO DE ENSINO FUNDAMENTAL 01 DO CRUZEIRO;pública;Ensino Fundamental de 9 Anos - Ciclos;Não seriada - Ciclo Especial;Vespertino;144.814;SR_NS_V_1_F;10;0
3;CRE - Plano Piloto e Cruzeiro;3;CENTRO DE ENSINO FUNDAMENTAL 01 DO CRUZEIRO;pública;Ensino Fundamental de 9 Anos - Ciclos;Não seriada - Ciclo Especial;Vespertino;144.815;SR_NS_V_1_G;10;0
3;CRE - Plano Piloto e Cruzeiro;3;CENTRO DE ENSINO FUNDAMENTAL 01 DO CRUZEIRO;pública;Ensino Fundamental de 9 Anos - Ciclos;Não seriada - Ciclo Especial;Vespertino;144.816;SR_NS_V_1_H;10;0
3;CRE - Plano Piloto e Cruzeiro;3;CENTRO DE ENSINO FUNDAMENTAL 01 DO CRUZEIRO;pública;Ensino Fundamental de 9 Anos - Ciclos;Não seriada - Ciclo Especial;Vespertino;144.817;SR_NS_V_1_I;10;0
3;CRE - Plano Piloto e Cruzeiro;3;CENTRO DE ENSINO FUNDAMENTAL 01 DO CRUZEIRO;pública;Ensino Fundamental de 9 Anos - Ciclos;Não seriada - Ciclo Especial;Vespertino;144.818;SR_NS_V_1_J;10;0
3;CRE - Plano Piloto e Cruzeiro;3;CENTRO DE ENSINO FUNDAMENTAL 01 DO CRUZEIRO;pública;Ensino Fundamental de 9 Anos - Ciclos;Não seriada - Ciclo Especial;Vespertino;144.819;SR_NS_V_1_K;10;0
3;CRE - Plano Piloto e Cruzeiro;3;CENTRO DE ENSINO FUNDAMENTAL 01 DO CRUZEIRO;pública;Ensino Fundamental de 9 Anos - Ciclos;Não seriada - Ciclo Especial;Vespertino;144.820;SR_NS_V_1_L;10;0
3;CRE - Plano Piloto e Cruzeiro;3;CENTRO DE ENSINO FUNDAMENTAL 01 DO CRUZEIRO;pública;Ensino Fundamental de 9 Anos - Ciclos;Não seriada - Ciclo Especial;Vespertino;144.821;SR_NS_V_1_M;10;0
3;CRE - Plano Piloto e Cruzeiro;3;CENTRO DE ENSINO FUNDAMENTAL 01 DO CRUZEIRO;pública;Ensino Fundamental de 9 Anos - Ciclos;Não seriada - Ciclo Especial;Vespertino;144.822;SR_NS_V_1_N;10;0
3;CRE - Plano Piloto e Cruzeiro;3;CENTRO DE ENSINO FUNDAMENTAL 01 DO CRUZEIRO;pública;Ensino Fundamental de 9 Anos - Ciclos;Não seriada - Ciclo Especial;Vespertino;144.823;SR_NS_V_1_O;10;0
3;CRE - Plano Piloto e Cruzeiro;3;CENTRO DE ENSINO FUNDAMENTAL 01 DO CRUZEIRO;pública;Ensino Fundamental de 9 Anos - Ciclos;Não seriada - Ciclo Especial;Matutino;144.824;SR_NS_M_1_A;10;0
3;CRE - Plano Piloto e Cruzeiro;3;CENTRO DE ENSINO FUNDAMENTAL 01 DO CRUZEIRO;pública;Ensino Fundamental de 9 Anos - Ciclos;Não seriada - Ciclo Especial;Matutino;144.825;SR_NS_M_1_B;10;0
3;CRE - Plano Piloto e Cruzeiro;3;CENTRO DE ENSINO FUNDAMENTAL 01 DO CRUZEIRO;pública;Ensino Fundamental de 9 Anos - Ciclos;Não seriada - Ciclo Especial;Matutino;144.826;SR_NS_M_1_C;10;0
3;CRE - Plano Piloto e Cruzeiro;3;CENTRO DE ENSINO FUNDAMENTAL 01 DO CRUZEIRO;pública;Ensino Fundamental de 9 Anos - Ciclos;Não seriada - Ciclo Especial;Matutino;144.827;SR_NS_M_1_D;10;0
3;CRE - Plano Piloto e Cruzeiro;3;CENTRO DE ENSINO FUNDAMENTAL 01 DO CRUZEIRO;pública;Ensino Fundamental de 9 Anos - Ciclos;Não seriada - Ciclo Especial;Matutino;144.828;SR_NS_M_1_E;10;0
3;CRE - Plano Piloto e Cruzeiro;3;CENTRO DE ENSINO FUNDAMENTAL 01 DO CRUZEIRO;pública;Ensino Fundamental de 9 Anos - Ciclos;Não seriada - Ciclo Especial;Matutino;144.829;SR_NS_M_1_F;10;0
3;CRE - Plano Piloto e Cruzeiro;3;CENTRO DE ENSINO FUNDAMENTAL 01 DO CRUZEIRO;pública;Ensino Fundamental de 9 Anos - Ciclos;Não seriada - Ciclo Especial;Matutino;144.830;SR_NS_M_1_G;10;0
3;CRE - Plano Piloto e Cruzeiro;3;CENTRO DE ENSINO FUNDAMENTAL 01 DO CRUZEIRO;pública;Ensino Fundamental de 9 Anos - Ciclos;Não seriada - Ciclo Especial;Matutino;144.831;SR_NS_M_1_H;10;0
3;CRE - Plano Piloto e Cruzeiro;3;CENTRO DE ENSINO FUNDAMENTAL 01 DO CRUZEIRO;pública;Ensino Fundamental de 9 Anos - Ciclos;Não seriada - Ciclo Especial;Matutino;144.832;SR_NS_M_1_I;10;0
3;CRE - Plano Piloto e Cruzeiro;3;CENTRO DE ENSINO FUNDAMENTAL 01 DO CRUZEIRO;pública;Ensino Fundamental de 9 Anos - Ciclos;Não seriada - Ciclo Especial;Matutino;144.833;SR_NS_M_1_J;10;0
3;CRE - Plano Piloto e Cruzeiro;3;CENTRO DE ENSINO FUNDAMENTAL 01 DO CRUZEIRO;pública;Ensino Fundamental de 9 Anos - Ciclos;Não seriada - Ciclo Especial;Matutino;144.834;SR_NS_M_1_K;10;0
3;CRE - Plano Piloto e Cruzeiro;3;CENTRO DE ENSINO FUNDAMENTAL 01 DO CRUZEIRO;pública;Ensino Fundamental de 9 Anos - Ciclos;Não seriada - Ciclo Especial;Matutino;144.835;SR_NS_M_1_L;10;0
3;CRE - Plano Piloto e Cruzeiro;4;CENTRO DE ENSINO FUNDAMENTAL ATHOS BULCÃO;pública;Ensino Fundamental de 9 Anos - Ciclos;"3º Ciclo - Bloco 1";Vespertino;145.519;"7º Ano - A";28;0
3;CRE - Plano Piloto e Cruzeiro;4;CENTRO DE ENSINO FUNDAMENTAL ATHOS BULCÃO;pública;Ensino Fundamental de 9 Anos - Ciclos;"3º Ciclo - Bloco 1";Vespertino;145.520;"7º Ano - B";28;0
3;CRE - Plano Piloto e Cruzeiro;4;CENTRO DE ENSINO FUNDAMENTAL ATHOS BULCÃO;pública;Ensino Fundamental de 9 Anos - Ciclos;"3º Ciclo - Bloco 1";Vespertino;145.521;"7º Ano - C";28;0
3;CRE - Plano Piloto e Cruzeiro;4;CENTRO DE ENSINO FUNDAMENTAL ATHOS BULCÃO;pública;Ensino Fundamental de 9 Anos - Ciclos;"3º Ciclo - Bloco 1";Vespertino;145.522;"7º Ano - D";28;0
3;CRE - Plano Piloto e Cruzeiro;4;CENTRO DE ENSINO FUNDAMENTAL ATHOS BULCÃO;pública;Ensino Fundamental de 9 Anos - Ciclos;"3º Ciclo - Bloco 1";Vespertino;145.523;"7º Ano - E";28;0
3;CRE - Plano Piloto e Cruzeiro;4;CENTRO DE ENSINO FUNDAMENTAL ATHOS BULCÃO;pública;Ensino Fundamental de 9 Anos - Ciclos;"3º Ciclo - Bloco 1";Vespertino;145.524;"7º Ano - F";28;0
3;CRE - Plano Piloto e Cruzeiro;4;CENTRO DE ENSINO FUNDAMENTAL ATHOS BULCÃO;pública;Ensino Fundamental de 9 Anos - Ciclos;"3º Ciclo - Bloco 1";Vespertino;145.525;"6º Ano - G";24;0
3;CRE - Plano Piloto e Cruzeiro;4;CENTRO DE ENSINO FUNDAMENTAL ATHOS BULCÃO;pública;Ensino Fundamental de 9 Anos - Ciclos;"3º Ciclo - Bloco 1";Vespertino;145.526;"6º Ano - H";24;0
3;CRE - Plano Piloto e Cruzeiro;4;CENTRO DE ENSINO FUNDAMENTAL ATHOS BULCÃO;pública;Ensino Fundamental de 9 Anos - Ciclos;"3º Ciclo - Bloco 1";Vespertino;145.527;"6º Ano - I";24;0
3;CRE - Plano Piloto e Cruzeiro;4;CENTRO DE ENSINO FUNDAMENTAL ATHOS BULCÃO;pública;Ensino Fundamental de 9 Anos - Ciclos;"3º Ciclo - Bloco 1";Vespertino;145.528;"6º Ano - J";24;0
3;CRE - Plano Piloto e Cruzeiro;4;CENTRO DE ENSINO FUNDAMENTAL ATHOS BULCÃO;pública;Ensino Fundamental de 9 Anos - Ciclos;"3º Ciclo - Bloco 1";Vespertino;145.529;"6º Ano - K";24;0
3;CRE - Plano Piloto e Cruzeiro;4;CENTRO DE ENSINO FUNDAMENTAL ATHOS BULCÃO;pública;Ensino Fundamental de 9 Anos - Ciclos;"3º Ciclo - Bloco 1";Vespertino;145.530;"6º Ano - L";24;0
3;CRE - Plano Piloto e Cruzeiro;4;CENTRO DE ENSINO FUNDAMENTAL ATHOS BULCÃO;pública;Ensino Fundamental de 9 Anos - Ciclos;"3º Ciclo - Bloco 1";Vespertino;145.531;"6º Ano - M";18;0
3;CRE - Plano Piloto e Cruzeiro;4;CENTRO DE ENSINO FUNDAMENTAL ATHOS BULCÃO;pública;Ensino Fundamental de 9 Anos - Ciclos;"3º Ciclo - Bloco 1";Vespertino;145.532;"7º Ano - N";32;0
3;CRE - Plano Piloto e Cruzeiro;4;CENTRO DE ENSINO FUNDAMENTAL ATHOS BULCÃO;pública;Ensino Fundamental de 9 Anos - Ciclos;"3º Ciclo - Bloco 2";Matutino;145.533;"9º Ano - A";28;0
3;CRE - Plano Piloto e Cruzeiro;4;CENTRO DE ENSINO FUNDAMENTAL ATHOS BULCÃO;pública;Ensino Fundamental de 9 Anos - Ciclos;"3º Ciclo - Bloco 2";Matutino;145.534;"9º Ano - B";28;0
3;CRE - Plano Piloto e Cruzeiro;4;CENTRO DE ENSINO FUNDAMENTAL ATHOS BULCÃO;pública;Ensino Fundamental de 9 Anos - Ciclos;"3º Ciclo - Bloco 2";Matutino;145.535;"9º Ano - C";32;0
3;CRE - Plano Piloto e Cruzeiro;4;CENTRO DE ENSINO FUNDAMENTAL ATHOS BULCÃO;pública;Ensino Fundamental de 9 Anos - Ciclos;"3º Ciclo - Bloco 2";Matutino;145.536;"9º Ano - D";32;0
3;CRE - Plano Piloto e Cruzeiro;4;CENTRO DE ENSINO FUNDAMENTAL ATHOS BULCÃO;pública;Ensino Fundamental de 9 Anos - Ciclos;"3º Ciclo - Bloco 2";Matutino;145.537;"9º Ano - E";32;0
3;CRE - Plano Piloto e Cruzeiro;4;CENTRO DE ENSINO FUNDAMENTAL ATHOS BULCÃO;pública;Ensino Fundamental de 9 Anos - Ciclos;"3º Ciclo - Bloco 2";Matutino;145.538;"9º Ano - F";32;0
3;CRE - Plano Piloto e Cruzeiro;4;CENTRO DE ENSINO FUNDAMENTAL ATHOS BULCÃO;pública;Ensino Fundamental de 9 Anos - Ciclos;"3º Ciclo - Bloco 2";Matutino;145.539;"8º Ano - G";28;0
3;CRE - Plano Piloto e Cruzeiro;4;CENTRO DE ENSINO FUNDAMENTAL ATHOS BULCÃO;pública;Ensino Fundamental de 9 Anos - Ciclos;"3º Ciclo - Bloco 2";Matutino;145.540;"8º Ano - H";28;0
3;CRE - Plano Piloto e Cruzeiro;4;CENTRO DE ENSINO FUNDAMENTAL ATHOS BULCÃO;pública;Ensino Fundamental de 9 Anos - Ciclos;"3º Ciclo - Bloco 2";Matutino;145.541;"8º Ano - I";28;0
3;CRE - Plano Piloto e Cruzeiro;4;CENTRO DE ENSINO FUNDAMENTAL ATHOS BULCÃO;pública;Ensino Fundamental de 9 Anos - Ciclos;"3º Ciclo - Bloco 2";Matutino;145.542;"8º Ano - J";28;0
3;CRE - Plano Piloto e Cruzeiro;4;CENTRO DE ENSINO FUNDAMENTAL ATHOS BULCÃO;pública;Ensino Fundamental de 9 Anos - Ciclos;"3º Ciclo - Bloco 2";Matutino;145.543;"8º Ano - K";28;0
3;CRE - Plano Piloto e Cruzeiro;4;CENTRO DE ENSINO FUNDAMENTAL ATHOS BULCÃO;pública;Ensino Fundamental de 9 Anos - Ciclos;"3º Ciclo - Bloco 2";Matutino;145.544;"8º Ano - L";28;0
3;CRE - Plano Piloto e Cruzeiro;4;CENTRO DE ENSINO FUNDAMENTAL ATHOS BULCÃO;pública;Ensino Fundamental de 9 Anos - Ciclos;"3º Ciclo - Bloco 2";Matutino;145.545;"8º Ano - M";28;0
3;CRE - Plano Piloto e Cruzeiro;4;CENTRO DE ENSINO FUNDAMENTAL ATHOS BULCÃO;pública;Ensino Fundamental de 9 Anos - Ciclos;"3º Ciclo - Bloco 2";Matutino;145.546;"9º Ano - N";18;0
3;CRE - Plano Piloto e Cruzeiro;4;CENTRO DE ENSINO FUNDAMENTAL ATHOS BULCÃO;pública;Ensino Fundamental de 9 Anos - Ciclos;Não seriada - Ciclo Especial;Vespertino;145.547;SR_NS_V_1_A;6;0
3;CRE - Plano Piloto e Cruzeiro;4;CENTRO DE ENSINO FUNDAMENTAL ATHOS BULCÃO;pública;Ensino Fundamental de 9 Anos - Ciclos;Não seriada - Ciclo Especial;Vespertino;145.548;SR_NS_V_1_B;6;0
3;CRE - Plano Piloto e Cruzeiro;4;CENTRO DE ENSINO FUNDAMENTAL ATHOS BULCÃO;pública;Ensino Fundamental de 9 Anos - Ciclos;Não seriada - Ciclo Especial;Vespertino;145.549;SR_NS_V_1_C;6;0
3;CRE - Plano Piloto e Cruzeiro;4;CENTRO DE ENSINO FUNDAMENTAL ATHOS BULCÃO;pública;Ensino Fundamental de 9 Anos - Ciclos;Não seriada - Ciclo Especial;Vespertino;145.550;SR_NS_V_1_D;6;0
3;CRE - Plano Piloto e Cruzeiro;4;CENTRO DE ENSINO FUNDAMENTAL ATHOS BULCÃO;pública;Ensino Fundamental de 9 Anos - Ciclos;Não seriada - Ciclo Especial;Vespertino;145.551;SR_NS_V_1_E;6;0
3;CRE - Plano Piloto e Cruzeiro;4;CENTRO DE ENSINO FUNDAMENTAL ATHOS BULCÃO;pública;Ensino Fundamental de 9 Anos - Ciclos;Não seriada - Ciclo Especial;Vespertino;145.552;SR_NS_V_1_F;6;0
3;CRE - Plano Piloto e Cruzeiro;4;CENTRO DE ENSINO FUNDAMENTAL ATHOS BULCÃO;pública;Ensino Fundamental de 9 Anos - Ciclos;Não seriada - Ciclo Especial;Vespertino;145.553;SR_NS_V_1_G;6;0
3;CRE - Plano Piloto e Cruzeiro;4;CENTRO DE ENSINO FUNDAMENTAL ATHOS BULCÃO;pública;Ensino Fundamental de 9 Anos - Ciclos;Não seriada - Ciclo Especial;Vespertino;145.554;SR_NS_V_1_H;6;0
3;CRE - Plano Piloto e Cruzeiro;4;CENTRO DE ENSINO FUNDAMENTAL ATHOS BULCÃO;pública;Ensino Fundamental de 9 Anos - Ciclos;Não seriada - Ciclo Especial;Vespertino;145.555;SR_NS_V_1_I;6;0
3;CRE - Plano Piloto e Cruzeiro;4;CENTRO DE ENSINO FUNDAMENTAL ATHOS BULCÃO;pública;Ensino Fundamental de 9 Anos - Ciclos;Não seriada - Ciclo Especial;Vespertino;145.556;SR_NS_V_1_J;6;0
3;CRE - Plano Piloto e Cruzeiro;4;CENTRO DE ENSINO FUNDAMENTAL ATHOS BULCÃO;pública;Ensino Fundamental de 9 Anos - Ciclos;Não seriada - Ciclo Especial;Vespertino;145.557;SR_NS_V_1_K;6;0
3;CRE - Plano Piloto e Cruzeiro;4;CENTRO DE ENSINO FUNDAMENTAL ATHOS BULCÃO;pública;Ensino Fundamental de 9 Anos - Ciclos;Não seriada - Ciclo Especial;Vespertino;145.558;SR_NS_V_1_L;6;0
3;CRE - Plano Piloto e Cruzeiro;4;CENTRO DE ENSINO FUNDAMENTAL ATHOS BULCÃO;pública;Ensino Fundamental de 9 Anos - Ciclos;Não seriada - Ciclo Especial;Matutino;145.559;SR_NS_M_1_A;10;0
3;CRE - Plano Piloto e Cruzeiro;4;CENTRO DE ENSINO FUNDAMENTAL ATHOS BULCÃO;pública;Ensino Fundamental de 9 Anos - Ciclos;Não seriada - Ciclo Especial;Matutino;145.560;SR_NS_M_1_B;10;0
3;CRE - Plano Piloto e Cruzeiro;4;CENTRO DE ENSINO FUNDAMENTAL ATHOS BULCÃO;pública;Ensino Fundamental de 9 Anos - Ciclos;Não seriada - Ciclo Especial;Matutino;145.561;SR_NS_M_1_C;10;0
3;CRE - Plano Piloto e Cruzeiro;4;CENTRO DE ENSINO FUNDAMENTAL ATHOS BULCÃO;pública;Ensino Fundamental de 9 Anos - Ciclos;Não seriada - Ciclo Especial;Matutino;145.562;SR_NS_M_1_D;10;0
3;CRE - Plano Piloto e Cruzeiro;4;CENTRO DE ENSINO FUNDAMENTAL ATHOS BULCÃO;pública;Ensino Fundamental de 9 Anos - Ciclos;Não seriada - Ciclo Especial;Matutino;145.563;SR_NS_M_1_E;10;0
3;CRE - Plano Piloto e Cruzeiro;4;CENTRO DE ENSINO FUNDAMENTAL ATHOS BULCÃO;pública;Ensino Fundamental de 9 Anos - Ciclos;Não seriada - Ciclo Especial;Matutino;145.564;SR_NS_M_1_F;10;0
3;CRE - Plano Piloto e Cruzeiro;4;CENTRO DE ENSINO FUNDAMENTAL ATHOS BULCÃO;pública;Ensino Fundamental de 9 Anos - Ciclos;Não seriada - Ciclo Especial;Matutino;145.565;SR_NS_M_1_G;10;0
3;CRE - Plano Piloto e Cruzeiro;4;CENTRO DE ENSINO FUNDAMENTAL ATHOS BULCÃO;pública;Ensino Fundamental de 9 Anos - Ciclos;Não seriada - Ciclo Especial;Matutino;145.566;SR_NS_M_1_H;10;0
3;CRE - Plano Piloto e Cruzeiro;4;CENTRO DE ENSINO FUNDAMENTAL ATHOS BULCÃO;pública;Ensino Fundamental de 9 Anos - Ciclos;Não seriada - Ciclo Especial;Matutino;145.567;SR_NS_M_1_I;10;0
3;CRE - Plano Piloto e Cruzeiro;4;CENTRO DE ENSINO FUNDAMENTAL ATHOS BULCÃO;pública;Ensino Fundamental de 9 Anos - Ciclos;Não seriada - Ciclo Especial;Matutino;145.568;SR_NS_M_1_J;10;0
3;CRE - Plano Piloto e Cruzeiro;4;CENTRO DE ENSINO FUNDAMENTAL ATHOS BULCÃO;pública;Ensino Fundamental de 9 Anos - Ciclos;Não seriada - Ciclo Especial;Matutino;145.569;SR_NS_M_1_K;10;0
3;CRE - Plano Piloto e Cruzeiro;4;CENTRO DE ENSINO FUNDAMENTAL ATHOS BULCÃO;pública;Ensino Fundamental de 9 Anos - Ciclos;Não seriada - Ciclo Especial;Matutino;145.570;SR_NS_M_1_L;10;0
