"cod_coordenacao_regional";"coordenacao_regional";"cod_escola";"escola";"tipo_escola";"curso";"serie";"turno";"cod_turma";"turma";"capacidade_alunos";"total_alunos_enturmados"
4;CRE - Ceilândia;34;CENTRO DE ENSINO FUNDAMENTAL 18 DE CEILÂNDIA;pública;Ensino Fundamental de 9 Anos - Ciclos;"3º Ciclo - Bloco 2";Vespertino;136.017;"9º Ano - G";35;0
4;CRE - Ceilândia;34;CENTRO DE ENSINO FUNDAMENTAL 18 DE CEILÂNDIA;pública;Ensino Fundamental de 9 Anos - Ciclos;"3º Ciclo - Bloco 2";Vespertino;136.018;"9º Ano - H";35;0
4;CRE - Ceilândia;34;CENTRO DE ENSINO FUNDAMENTAL 18 DE CEILÂNDIA;pública;Ensino Fundamental de 9 Anos - Ciclos;"3º Ciclo - Bloco 2";Vespertino;136.019;"9º Ano - I";35;0
4;CRE - Ceilândia;34;CENTRO DE ENSINO FUNDAMENTAL 18 DE CEILÂNDIA;pública;Ensino Fundamental de 9 Anos - Ciclos;"3º Ciclo - Bloco 2";Vespertino;136.020;"9º Ano - J";35;0
4;CRE - Ceilândia;34;CENTRO DE ENSINO FUNDAMENTAL 18 DE CEILÂNDIA;pública;Ensino Fundamental de 9 Anos - Ciclos;"3º Ciclo - Bloco 2";Vespertino;136.021;"9º Ano - K";35;0
4;CRE - Ceilândia;34;CENTRO DE ENSINO FUNDAMENTAL 18 DE CEILÂNDIA;pública;Ensino Fundamental de 9 Anos - Ciclos;"3º Ciclo - Bloco 2";Vespertino;136.022;"9º Ano - L";35;0
4;CRE - Ceilândia;34;CENTRO DE ENSINO FUNDAMENTAL 18 DE CEILÂNDIA;pública;Ensino Fundamental de 9 Anos - Ciclos;"3º Ciclo - Bloco 2";Vespertino;136.023;"9º Ano - M";35;0
4;CRE - Ceilândia;34;CENTRO DE ENSINO FUNDAMENTAL 18 DE CEILÂNDIA;pública;Ensino Fundamental de 9 Anos - Ciclos;"3º Ciclo - Bloco 2";Vespertino;136.024;"8º Ano - N";30;0
4;CRE - Ceilândia;34;CENTRO DE ENSINO FUNDAMENTAL 18 DE CEILÂNDIA;pública;Ensino Fundamental de 9 Anos - Ciclos;Não seriada - Ciclo Especial;Matutino;136.025;SR_NS_M_1_A;20;0
4;CRE - Ceilândia;34;CENTRO DE ENSINO FUNDAMENTAL 18 DE CEILÂNDIA;pública;Ensino Fundamental de 9 Anos - Ciclos;Não seriada - Ciclo Especial;Matutino;136.026;SR_NS_M_1_B;16;0
4;CRE - Ceilândia;35;CENTRO DE ENSINO FUNDAMENTAL 19 DE CEILÂNDIA;pública;Ensino Fundamental de 9 Anos;"7º Ano";Matutino;101.133;"7º Ano - C";32;0
4;CRE - Ceilândia;35;CENTRO DE ENSINO FUNDAMENTAL 19 DE CEILÂNDIA;pública;Ensino Fundamental de 9 Anos;"7º Ano";Matutino;101.134;"7º Ano - E";32;0
4;CRE - Ceilândia;35;CENTRO DE ENSINO FUNDAMENTAL 19 DE CEILÂNDIA;pública;Ensino Fundamental de 9 Anos;"7º Ano";Matutino;101.135;"7º Ano - F";32;0
4;CRE - Ceilândia;35;CENTRO DE ENSINO FUNDAMENTAL 19 DE CEILÂNDIA;pública;Ensino Fundamental de 9 Anos;"8º Ano";Vespertino;101.136;"8º Ano - C";32;0
4;CRE - Ceilândia;35;CENTRO DE ENSINO FUNDAMENTAL 19 DE CEILÂNDIA;pública;Ensino Fundamental de 9 Anos;"6º Ano";Matutino;101.137;"6º Ano - D";32;0
4;CRE - Ceilândia;35;CENTRO DE ENSINO FUNDAMENTAL 19 DE CEILÂNDIA;pública;Ensino Fundamental de 9 Anos;"8º Ano";Vespertino;101.138;"8º Ano - A";32;0
4;CRE - Ceilândia;35;CENTRO DE ENSINO FUNDAMENTAL 19 DE CEILÂNDIA;pública;Ensino Fundamental de 9 Anos;"8º Ano";Vespertino;101.139;"8º Ano - B";32;0
4;CRE - Ceilândia;35;CENTRO DE ENSINO FUNDAMENTAL 19 DE CEILÂNDIA;pública;Ensino Fundamental de 9 Anos;"9º Ano";Vespertino;101.140;"9º Ano - F";32;0
4;CRE - Ceilândia;35;CENTRO DE ENSINO FUNDAMENTAL 19 DE CEILÂNDIA;pública;Ensino Fundamental de 9 Anos;"6º Ano";Matutino;101.141;"6º Ano - A";32;0
4;CRE - Ceilândia;35;CENTRO DE ENSINO FUNDAMENTAL 19 DE CEILÂNDIA;pública;Ensino Fundamental de 9 Anos;"9º Ano";Vespertino;101.142;"9º Ano - G";32;0
4;CRE - Ceilândia;35;CENTRO DE ENSINO FUNDAMENTAL 19 DE CEILÂNDIA;pública;Ensino Fundamental de 9 Anos;"6º Ano";Matutino;101.143;"6º Ano - B";32;0
4;CRE - Ceilândia;35;CENTRO DE ENSINO FUNDAMENTAL 19 DE CEILÂNDIA;pública;Ensino Fundamental de 9 Anos;"6º Ano";Matutino;101.144;"6º Ano - E";32;0
4;CRE - Ceilândia;35;CENTRO DE ENSINO FUNDAMENTAL 19 DE CEILÂNDIA;pública;Ensino Fundamental de 9 Anos;"7º Ano";Matutino;101.145;"7º Ano - D";32;0
4;CRE - Ceilândia;35;CENTRO DE ENSINO FUNDAMENTAL 19 DE CEILÂNDIA;pública;Ensino Fundamental de 9 Anos;"9º Ano";Vespertino;101.146;"9º Ano - D";32;0
4;CRE - Ceilândia;35;CENTRO DE ENSINO FUNDAMENTAL 19 DE CEILÂNDIA;pública;Ensino Fundamental de 9 Anos;"9º Ano";Vespertino;101.147;"9º Ano - A";32;0
4;CRE - Ceilândia;35;CENTRO DE ENSINO FUNDAMENTAL 19 DE CEILÂNDIA;pública;Ensino Fundamental de 9 Anos;"7º Ano";Matutino;101.148;"7º Ano - A";32;0
4;CRE - Ceilândia;35;CENTRO DE ENSINO FUNDAMENTAL 19 DE CEILÂNDIA;pública;Ensino Fundamental de 9 Anos;"8º Ano";Vespertino;101.149;"8º Ano - E";32;0
4;CRE - Ceilândia;35;CENTRO DE ENSINO FUNDAMENTAL 19 DE CEILÂNDIA;pública;Ensino Fundamental de 9 Anos;"7º Ano";Matutino;101.150;"7º Ano - B";32;0
4;CRE - Ceilândia;35;CENTRO DE ENSINO FUNDAMENTAL 19 DE CEILÂNDIA;pública;Ensino Fundamental de 9 Anos;"9º Ano";Vespertino;101.152;"9º Ano - E";32;0
4;CRE - Ceilândia;35;CENTRO DE ENSINO FUNDAMENTAL 19 DE CEILÂNDIA;pública;Ensino Fundamental de 9 Anos;"7º Ano";Matutino;101.153;"7º Ano - G";32;0
4;CRE - Ceilândia;35;CENTRO DE ENSINO FUNDAMENTAL 19 DE CEILÂNDIA;pública;Ensino Fundamental de 9 Anos - Especial;"1º Ano especial";Matutino;101.154;CE - A;15;0
4;CRE - Ceilândia;35;CENTRO DE ENSINO FUNDAMENTAL 19 DE CEILÂNDIA;pública;Ensino Fundamental de 9 Anos - Especial;"2º Ano Especial";Matutino;101.154;CE - A;15;0
4;CRE - Ceilândia;35;CENTRO DE ENSINO FUNDAMENTAL 19 DE CEILÂNDIA;pública;Ensino Fundamental de 9 Anos - Especial;"3º Ano especial";Matutino;101.154;CE - A;15;0
4;CRE - Ceilândia;35;CENTRO DE ENSINO FUNDAMENTAL 19 DE CEILÂNDIA;pública;Ensino Fundamental de 9 Anos - Especial;"4º Ano especial";Matutino;101.154;CE - A;15;0
4;CRE - Ceilândia;35;CENTRO DE ENSINO FUNDAMENTAL 19 DE CEILÂNDIA;pública;Ensino Fundamental de 9 Anos - Especial;"5º Ano especial";Matutino;101.154;CE - A;15;0
4;CRE - Ceilândia;35;CENTRO DE ENSINO FUNDAMENTAL 19 DE CEILÂNDIA;pública;Ensino Fundamental de 9 Anos;"9º Ano";Vespertino;101.155;"9º Ano - B";32;0
4;CRE - Ceilândia;35;CENTRO DE ENSINO FUNDAMENTAL 19 DE CEILÂNDIA;pública;Ensino Fundamental de 9 Anos;"9º Ano";Vespertino;101.156;"9º Ano - C";32;0
4;CRE - Ceilândia;35;CENTRO DE ENSINO FUNDAMENTAL 19 DE CEILÂNDIA;pública;Ensino Fundamental de 9 Anos;"8º Ano";Vespertino;101.157;"8º Ano - G";32;0
4;CRE - Ceilândia;35;CENTRO DE ENSINO FUNDAMENTAL 19 DE CEILÂNDIA;pública;Ensino Fundamental de 9 Anos;"8º Ano";Vespertino;101.158;"8º Ano - F";32;0
4;CRE - Ceilândia;35;CENTRO DE ENSINO FUNDAMENTAL 19 DE CEILÂNDIA;pública;Ensino Fundamental de 9 Anos;"6º Ano";Matutino;101.159;PAAE ;32;0
4;CRE - Ceilândia;35;CENTRO DE ENSINO FUNDAMENTAL 19 DE CEILÂNDIA;pública;Ensino Fundamental de 9 Anos;"7º Ano";Matutino;101.159;PAAE ;32;0
4;CRE - Ceilândia;35;CENTRO DE ENSINO FUNDAMENTAL 19 DE CEILÂNDIA;pública;Ensino Fundamental de 9 Anos;"6º Ano";Matutino;101.160;"6º Ano - C";32;0
4;CRE - Ceilândia;35;CENTRO DE ENSINO FUNDAMENTAL 19 DE CEILÂNDIA;pública;Ensino Fundamental de 9 Anos;"6º Ano";Matutino;101.161;"6º Ano - F";32;0
4;CRE - Ceilândia;35;CENTRO DE ENSINO FUNDAMENTAL 19 DE CEILÂNDIA;pública;Ensino Fundamental de 9 Anos;"8º Ano";Vespertino;101.162;"8º Ano - D";32;0
4;CRE - Ceilândia;35;CENTRO DE ENSINO FUNDAMENTAL 19 DE CEILÂNDIA;pública;Ensino Fundamental de 9 Anos - Especial;"1º Ano especial";Vespertino;116.770;CE -B;15;0
4;CRE - Ceilândia;35;CENTRO DE ENSINO FUNDAMENTAL 19 DE CEILÂNDIA;pública;Ensino Fundamental de 9 Anos - Especial;"2º Ano Especial";Vespertino;116.770;CE -B;15;0
4;CRE - Ceilândia;35;CENTRO DE ENSINO FUNDAMENTAL 19 DE CEILÂNDIA;pública;Ensino Fundamental de 9 Anos - Especial;"3º Ano especial";Vespertino;116.770;CE -B;15;0
4;CRE - Ceilândia;35;CENTRO DE ENSINO FUNDAMENTAL 19 DE CEILÂNDIA;pública;Ensino Fundamental de 9 Anos - Especial;"4º Ano especial";Vespertino;116.770;CE -B;15;0
4;CRE - Ceilândia;35;CENTRO DE ENSINO FUNDAMENTAL 19 DE CEILÂNDIA;pública;Ensino Fundamental de 9 Anos - Especial;"5º Ano especial";Vespertino;116.770;CE -B;15;0
4;CRE - Ceilândia;36;CENTRO DE ENSINO FUNDAMENTAL 20 DE CEILÂNDIA;pública;Ensino Fundamental de 9 Anos - Ciclos;"3º Ciclo - Bloco 1";Integral;136.057;"6º Ano - A";40;0
4;CRE - Ceilândia;36;CENTRO DE ENSINO FUNDAMENTAL 20 DE CEILÂNDIA;pública;Ensino Fundamental de 9 Anos - Ciclos;"3º Ciclo - Bloco 1";Integral;136.058;"6º Ano - B";40;0
4;CRE - Ceilândia;36;CENTRO DE ENSINO FUNDAMENTAL 20 DE CEILÂNDIA;pública;Ensino Fundamental de 9 Anos - Ciclos;"3º Ciclo - Bloco 1";Integral;136.059;"7º Ano - C";35;0
4;CRE - Ceilândia;36;CENTRO DE ENSINO FUNDAMENTAL 20 DE CEILÂNDIA;pública;Ensino Fundamental de 9 Anos - Ciclos;"3º Ciclo - Bloco 1";Integral;136.060;"7º Ano - D";35;0
4;CRE - Ceilândia;36;CENTRO DE ENSINO FUNDAMENTAL 20 DE CEILÂNDIA;pública;Ensino Fundamental de 9 Anos - Ciclos;"3º Ciclo - Bloco 1";Integral;136.061;"7º Ano - E";35;0
4;CRE - Ceilândia;36;CENTRO DE ENSINO FUNDAMENTAL 20 DE CEILÂNDIA;pública;Ensino Fundamental de 9 Anos - Ciclos;"3º Ciclo - Bloco 1";Integral;136.062;"7º Ano - F";30;0
4;CRE - Ceilândia;36;CENTRO DE ENSINO FUNDAMENTAL 20 DE CEILÂNDIA;pública;Ensino Fundamental de 9 Anos - Ciclos;"3º Ciclo - Bloco 1";Integral;136.063;"7º Ano - G";28;0
4;CRE - Ceilândia;36;CENTRO DE ENSINO FUNDAMENTAL 20 DE CEILÂNDIA;pública;Ensino Fundamental de 9 Anos - Ciclos;"3º Ciclo - Bloco 1";Integral;136.064;"7º Ano - H";28;0
4;CRE - Ceilândia;36;CENTRO DE ENSINO FUNDAMENTAL 20 DE CEILÂNDIA;pública;Ensino Fundamental de 9 Anos - Ciclos;"3º Ciclo - Bloco 2";Integral;136.065;"9º Ano - A";30;0
4;CRE - Ceilândia;36;CENTRO DE ENSINO FUNDAMENTAL 20 DE CEILÂNDIA;pública;Ensino Fundamental de 9 Anos - Ciclos;"3º Ciclo - Bloco 2";Integral;136.066;"8º Ano - B";35;0
4;CRE - Ceilândia;36;CENTRO DE ENSINO FUNDAMENTAL 20 DE CEILÂNDIA;pública;Ensino Fundamental de 9 Anos - Ciclos;"3º Ciclo - Bloco 2";Integral;136.067;"8º Ano - C";35;0
4;CRE - Ceilândia;36;CENTRO DE ENSINO FUNDAMENTAL 20 DE CEILÂNDIA;pública;Ensino Fundamental de 9 Anos - Ciclos;"3º Ciclo - Bloco 2";Integral;136.068;"8º Ano - D";35;0
4;CRE - Ceilândia;36;CENTRO DE ENSINO FUNDAMENTAL 20 DE CEILÂNDIA;pública;Ensino Fundamental de 9 Anos - Ciclos;"3º Ciclo - Bloco 2";Integral;136.069;"8º Ano - E";30;0
4;CRE - Ceilândia;36;CENTRO DE ENSINO FUNDAMENTAL 20 DE CEILÂNDIA;pública;Ensino Fundamental de 9 Anos - Ciclos;"3º Ciclo - Bloco 2";Integral;136.070;"8º Ano - F";30;0
4;CRE - Ceilândia;36;CENTRO DE ENSINO FUNDAMENTAL 20 DE CEILÂNDIA;pública;Ensino Fundamental de 9 Anos - Ciclos;"3º Ciclo - Bloco 2";Integral;136.071;"8º Ano - G";30;0
4;CRE - Ceilândia;36;CENTRO DE ENSINO FUNDAMENTAL 20 DE CEILÂNDIA;pública;Ensino Fundamental de 9 Anos - Ciclos;"3º Ciclo - Bloco 2";Integral;136.072;"9º Ano - H";35;0
4;CRE - Ceilândia;36;CENTRO DE ENSINO FUNDAMENTAL 20 DE CEILÂNDIA;pública;Ensino Fundamental de 9 Anos - Ciclos;"3º Ciclo - Bloco 2";Integral;136.073;"9º Ano - I";35;0
4;CRE - Ceilândia;36;CENTRO DE ENSINO FUNDAMENTAL 20 DE CEILÂNDIA;pública;Ensino Fundamental de 9 Anos - Ciclos;"3º Ciclo - Bloco 2";Integral;136.074;"9º Ano - J";35;0
4;CRE - Ceilândia;36;CENTRO DE ENSINO FUNDAMENTAL 20 DE CEILÂNDIA;pública;Ensino Fundamental de 9 Anos - Ciclos;Não seriada - Ciclo Especial;Matutino;136.075;SR_NS_M_1_A;35;0
4;CRE - Ceilândia;36;CENTRO DE ENSINO FUNDAMENTAL 20 DE CEILÂNDIA;pública;Ensino Fundamental de 9 Anos - Ciclos;Não seriada - Ciclo Especial;Matutino;136.076;SR_NS_M_1_B;17;0
4;CRE - Ceilândia;37;CENTRO DE ENSINO MÉDIO 12 DE CEILÂNDIA;pública;Ensino Médio;"1ª Série";Matutino;136.684;EM_1_M_1_A;44;0
4;CRE - Ceilândia;37;CENTRO DE ENSINO MÉDIO 12 DE CEILÂNDIA;pública;Ensino Médio;"1ª Série";Matutino;136.685;EM_1_M_1_B;44;0
4;CRE - Ceilândia;37;CENTRO DE ENSINO MÉDIO 12 DE CEILÂNDIA;pública;Ensino Médio;"1ª Série";Matutino;136.686;EM_1_M_1_C;44;0
4;CRE - Ceilândia;37;CENTRO DE ENSINO MÉDIO 12 DE CEILÂNDIA;pública;Ensino Médio;"1ª Série";Matutino;136.687;EM_1_M_1_D;44;0
4;CRE - Ceilândia;37;CENTRO DE ENSINO MÉDIO 12 DE CEILÂNDIA;pública;Ensino Médio;"1ª Série";Matutino;136.688;EM_1_M_1_E;44;0
4;CRE - Ceilândia;37;CENTRO DE ENSINO MÉDIO 12 DE CEILÂNDIA;pública;Ensino Médio;"1ª Série";Matutino;136.689;EM_1_M_1_F;44;0
4;CRE - Ceilândia;37;CENTRO DE ENSINO MÉDIO 12 DE CEILÂNDIA;pública;Ensino Médio;"1ª Série";Matutino;136.690;EM_1_M_1_G;44;0
4;CRE - Ceilândia;37;CENTRO DE ENSINO MÉDIO 12 DE CEILÂNDIA;pública;Ensino Médio;"1ª Série";Matutino;136.691;EM_1_M_1_H;44;0
4;CRE - Ceilândia;37;CENTRO DE ENSINO MÉDIO 12 DE CEILÂNDIA;pública;Ensino Médio;"1ª Série";Matutino;136.692;EM_1_M_1_I;44;0
4;CRE - Ceilândia;37;CENTRO DE ENSINO MÉDIO 12 DE CEILÂNDIA;pública;Ensino Médio;"1ª Série";Matutino;136.693;EM_1_M_1_J;44;0
4;CRE - Ceilândia;37;CENTRO DE ENSINO MÉDIO 12 DE CEILÂNDIA;pública;Ensino Médio;"1ª Série";Matutino;136.694;EM_1_M_1_K;44;0
4;CRE - Ceilândia;37;CENTRO DE ENSINO MÉDIO 12 DE CEILÂNDIA;pública;Ensino Médio;"1ª Série";Matutino;136.695;EM_1_M_1_L;44;0
4;CRE - Ceilândia;37;CENTRO DE ENSINO MÉDIO 12 DE CEILÂNDIA;pública;Ensino Médio;"1ª Série";Noturno;136.696;EM_1_N_1_A;40;0
4;CRE - Ceilândia;37;CENTRO DE ENSINO MÉDIO 12 DE CEILÂNDIA;pública;Ensino Médio;"1ª Série";Noturno;136.697;EM_1_N_1_B;40;0
4;CRE - Ceilândia;37;CENTRO DE ENSINO MÉDIO 12 DE CEILÂNDIA;pública;Ensino Médio;"2ª Série";Vespertino;136.698;EM_2_V_1_A;42;0
4;CRE - Ceilândia;37;CENTRO DE ENSINO MÉDIO 12 DE CEILÂNDIA;pública;Ensino Médio;"2ª Série";Vespertino;136.699;EM_2_V_1_B;42;0
4;CRE - Ceilândia;37;CENTRO DE ENSINO MÉDIO 12 DE CEILÂNDIA;pública;Ensino Médio;"2ª Série";Vespertino;136.700;EM_2_V_1_C;42;0
4;CRE - Ceilândia;37;CENTRO DE ENSINO MÉDIO 12 DE CEILÂNDIA;pública;Ensino Médio;"2ª Série";Vespertino;136.701;EM_2_V_1_D;42;0
4;CRE - Ceilândia;37;CENTRO DE ENSINO MÉDIO 12 DE CEILÂNDIA;pública;Ensino Médio;"2ª Série";Vespertino;136.702;EM_2_V_1_E;42;0
4;CRE - Ceilândia;37;CENTRO DE ENSINO MÉDIO 12 DE CEILÂNDIA;pública;Ensino Médio;"2ª Série";Vespertino;136.703;EM_2_V_1_F;42;0
4;CRE - Ceilândia;37;CENTRO DE ENSINO MÉDIO 12 DE CEILÂNDIA;pública;Ensino Médio;"2ª Série";Vespertino;136.704;EM_2_V_1_G;42;0
4;CRE - Ceilândia;37;CENTRO DE ENSINO MÉDIO 12 DE CEILÂNDIA;pública;Ensino Médio;"2ª Série";Vespertino;136.705;EM_2_V_1_H;42;0
4;CRE - Ceilândia;37;CENTRO DE ENSINO MÉDIO 12 DE CEILÂNDIA;pública;Ensino Médio;"2ª Série";Vespertino;136.706;EM_2_V_1_I;42;0
4;CRE - Ceilândia;37;CENTRO DE ENSINO MÉDIO 12 DE CEILÂNDIA;pública;Ensino Médio;"2ª Série";Vespertino;136.707;EM_2_V_1_J;42;0
4;CRE - Ceilândia;37;CENTRO DE ENSINO MÉDIO 12 DE CEILÂNDIA;pública;Ensino Médio;"2ª Série";Vespertino;136.708;EM_2_V_1_K;42;0
4;CRE - Ceilândia;37;CENTRO DE ENSINO MÉDIO 12 DE CEILÂNDIA;pública;Ensino Médio;"2ª Série";Vespertino;136.709;EM_2_V_1_L;42;0
4;CRE - Ceilândia;37;CENTRO DE ENSINO MÉDIO 12 DE CEILÂNDIA;pública;Ensino Médio;"2ª Série";Noturno;136.710;EM_2_N_1_A;40;0
4;CRE - Ceilândia;37;CENTRO DE ENSINO MÉDIO 12 DE CEILÂNDIA;pública;Ensino Médio;"2ª Série";Noturno;136.711;EM_2_N_1_B;40;0
4;CRE - Ceilândia;37;CENTRO DE ENSINO MÉDIO 12 DE CEILÂNDIA;pública;Ensino Médio;"3ª Série";Matutino;136.712;EM_3_M_1_A;45;0
4;CRE - Ceilândia;37;CENTRO DE ENSINO MÉDIO 12 DE CEILÂNDIA;pública;Ensino Médio;"3ª Série";Noturno;136.713;EM_3_N_1_A;40;0
4;CRE - Ceilândia;37;CENTRO DE ENSINO MÉDIO 12 DE CEILÂNDIA;pública;Ensino Médio;"3ª Série";Noturno;136.714;EM_3_N_1_B;40;0
4;CRE - Ceilândia;37;CENTRO DE ENSINO MÉDIO 12 DE CEILÂNDIA;pública;Ensino Médio;"3ª Série";Matutino;136.715;EM_3_M_1_B;40;0
4;CRE - Ceilândia;37;CENTRO DE ENSINO MÉDIO 12 DE CEILÂNDIA;pública;Ensino Médio;"3ª Série";Matutino;136.716;EM_3_M_1_C;40;0
4;CRE - Ceilândia;37;CENTRO DE ENSINO MÉDIO 12 DE CEILÂNDIA;pública;Ensino Médio;"3ª Série";Matutino;136.717;EM_3_M_1_D;40;0
4;CRE - Ceilândia;37;CENTRO DE ENSINO MÉDIO 12 DE CEILÂNDIA;pública;Ensino Médio;"3ª Série";Matutino;136.718;EM_3_M_1_E;40;0
4;CRE - Ceilândia;37;CENTRO DE ENSINO MÉDIO 12 DE CEILÂNDIA;pública;Ensino Médio;"3ª Série";Matutino;136.719;EM_3_M_1_F;40;0
4;CRE - Ceilândia;37;CENTRO DE ENSINO MÉDIO 12 DE CEILÂNDIA;pública;Ensino Médio;"3ª Série";Matutino;136.720;EM_3_M_1_G;40;0
4;CRE - Ceilândia;37;CENTRO DE ENSINO MÉDIO 12 DE CEILÂNDIA;pública;Ensino Médio;"3ª Série";Matutino;136.721;EM_3_M_1_H;40;0
4;CRE - Ceilândia;37;CENTRO DE ENSINO MÉDIO 12 DE CEILÂNDIA;pública;Ensino Médio;"3ª Série";Matutino;136.722;EM_3_M_1_I;40;0
4;CRE - Ceilândia;37;CENTRO DE ENSINO MÉDIO 12 DE CEILÂNDIA;pública;Ensino Médio;"3ª Série";Matutino;136.723;EM_3_M_1_J;40;0
4;CRE - Ceilândia;37;CENTRO DE ENSINO MÉDIO 12 DE CEILÂNDIA;pública;Ensino Médio;"3ª Série";Matutino;136.724;EM_3_M_1_K;40;0
4;CRE - Ceilândia;37;CENTRO DE ENSINO MÉDIO 12 DE CEILÂNDIA;pública;Ensino Médio;"3ª Série";Matutino;136.725;EM_3_M_1_L;40;0
4;CRE - Ceilândia;37;CENTRO DE ENSINO MÉDIO 12 DE CEILÂNDIA;pública;Ensino Fundamental de 9 Anos - Ciclos;Não seriada - Ciclo Especial;Matutino;136.726;SR_NS_M_1_A;17;0
4;CRE - Ceilândia;38;CENTRO DE ENSINO FUNDAMENTAL PROFA. MARIA DO ROSÁRIO GONDIM;pública;Ensino Fundamental de 9 Anos - Ciclos;"2º Ciclo - Bloco 1";Vespertino;136.467;"3º Ano - A";29;0
4;CRE - Ceilândia;38;CENTRO DE ENSINO FUNDAMENTAL PROFA. MARIA DO ROSÁRIO GONDIM;pública;Ensino Fundamental de 9 Anos - Ciclos;"2º Ciclo - Bloco 1";Vespertino;136.468;"3º Ano - B";29;0
4;CRE - Ceilândia;38;CENTRO DE ENSINO FUNDAMENTAL PROFA. MARIA DO ROSÁRIO GONDIM;pública;Ensino Fundamental de 9 Anos - Ciclos;"2º Ciclo - Bloco 1";Vespertino;136.469;"3º Ano - C";29;0
4;CRE - Ceilândia;38;CENTRO DE ENSINO FUNDAMENTAL PROFA. MARIA DO ROSÁRIO GONDIM;pública;Ensino Fundamental de 9 Anos - Ciclos;"2º Ciclo - Bloco 1";Vespertino;136.470;"2º Ano - D";28;0
4;CRE - Ceilândia;38;CENTRO DE ENSINO FUNDAMENTAL PROFA. MARIA DO ROSÁRIO GONDIM;pública;Ensino Fundamental de 9 Anos - Ciclos;"2º Ciclo - Bloco 1";Vespertino;136.471;"2º Ano - E";28;0
4;CRE - Ceilândia;38;CENTRO DE ENSINO FUNDAMENTAL PROFA. MARIA DO ROSÁRIO GONDIM;pública;Ensino Fundamental de 9 Anos - Ciclos;"2º Ciclo - Bloco 1";Vespertino;136.472;"3º Ano - F";19;0
4;CRE - Ceilândia;38;CENTRO DE ENSINO FUNDAMENTAL PROFA. MARIA DO ROSÁRIO GONDIM;pública;Ensino Fundamental de 9 Anos - Ciclos;"2º Ciclo - Bloco 2";Vespertino;136.473;"4º Ano - A";26;0
4;CRE - Ceilândia;38;CENTRO DE ENSINO FUNDAMENTAL PROFA. MARIA DO ROSÁRIO GONDIM;pública;Ensino Fundamental de 9 Anos - Ciclos;"2º Ciclo - Bloco 2";Vespertino;136.474;"4º Ano - B";32;0
4;CRE - Ceilândia;38;CENTRO DE ENSINO FUNDAMENTAL PROFA. MARIA DO ROSÁRIO GONDIM;pública;Ensino Fundamental de 9 Anos - Ciclos;"2º Ciclo - Bloco 2";Vespertino;136.475;"4º Ano - C";32;0
4;CRE - Ceilândia;38;CENTRO DE ENSINO FUNDAMENTAL PROFA. MARIA DO ROSÁRIO GONDIM;pública;Ensino Fundamental de 9 Anos - Ciclos;"2º Ciclo - Bloco 2";Vespertino;136.476;"5º Ano - D";32;0
4;CRE - Ceilândia;38;CENTRO DE ENSINO FUNDAMENTAL PROFA. MARIA DO ROSÁRIO GONDIM;pública;Ensino Fundamental de 9 Anos - Ciclos;"2º Ciclo - Bloco 2";Vespertino;136.477;"5º Ano - E";32;0
4;CRE - Ceilândia;38;CENTRO DE ENSINO FUNDAMENTAL PROFA. MARIA DO ROSÁRIO GONDIM;pública;Ensino Fundamental de 9 Anos - Ciclos;"2º Ciclo - Bloco 2";Vespertino;136.478;"5º Ano - F";32;0
4;CRE - Ceilândia;38;CENTRO DE ENSINO FUNDAMENTAL PROFA. MARIA DO ROSÁRIO GONDIM;pública;Ensino Fundamental de 9 Anos - Ciclos;"2º Ciclo - Bloco 2";Vespertino;136.479;"4º Ano - G";16;0
4;CRE - Ceilândia;38;CENTRO DE ENSINO FUNDAMENTAL PROFA. MARIA DO ROSÁRIO GONDIM;pública;Ensino Fundamental de 9 Anos - Ciclos;"2º Ciclo - Bloco 2";Vespertino;136.480;"4º Ano - H";21;0
4;CRE - Ceilândia;38;CENTRO DE ENSINO FUNDAMENTAL PROFA. MARIA DO ROSÁRIO GONDIM;pública;Ensino Fundamental de 9 Anos - Ciclos;"3º Ciclo - Bloco 1";Matutino;136.481;"6º Ano - A";33;0
4;CRE - Ceilândia;38;CENTRO DE ENSINO FUNDAMENTAL PROFA. MARIA DO ROSÁRIO GONDIM;pública;Ensino Fundamental de 9 Anos - Ciclos;"3º Ciclo - Bloco 1";Matutino;136.482;"6º Ano - B";33;0
4;CRE - Ceilândia;38;CENTRO DE ENSINO FUNDAMENTAL PROFA. MARIA DO ROSÁRIO GONDIM;pública;Ensino Fundamental de 9 Anos - Ciclos;"3º Ciclo - Bloco 1";Matutino;136.483;"6º Ano - C";33;0
4;CRE - Ceilândia;38;CENTRO DE ENSINO FUNDAMENTAL PROFA. MARIA DO ROSÁRIO GONDIM;pública;Ensino Fundamental de 9 Anos - Ciclos;"3º Ciclo - Bloco 1";Matutino;136.484;"6º Ano - D";33;0
4;CRE - Ceilândia;38;CENTRO DE ENSINO FUNDAMENTAL PROFA. MARIA DO ROSÁRIO GONDIM;pública;Ensino Fundamental de 9 Anos - Ciclos;"3º Ciclo - Bloco 1";Matutino;136.485;"6º Ano - E";33;0
4;CRE - Ceilândia;38;CENTRO DE ENSINO FUNDAMENTAL PROFA. MARIA DO ROSÁRIO GONDIM;pública;Ensino Fundamental de 9 Anos - Ciclos;"3º Ciclo - Bloco 1";Matutino;136.486;"6º Ano - F";33;0
