"cod_coordenacao_regional";"coordenacao_regional";"cod_escola";"escola";"tipo_escola";"cod_bloco_predio";"bloco_predio";"cod_ambiente_fisico";"ambiente_fisico";"tipo_ambiente";"funcao_origem";"funcao_utilizacao";"ambiente_fisico_descricao";"ambiente_fisico_area_m2"
8;CRE - Núcleo Bandeirante;442;Centro de Educação Infantil do Riacho Fundo II;pública;403;A;200.563;Sala 15;ADM/SERVIÇOS;BANHEIRO;BANHEIRO;;"8;97"
14;CRE - Santa Maria;333;CENTRO DE EDUCAÇÃO INFANTIL 416/516 DE SANTA MARIA;pública;1.390;C;200.564;Sala 07;ADM/SERVIÇOS;BIBLIOTECA;SALA DE AULA;;60
8;CRE - Núcleo Bandeirante;642;Centro de Ensino Fundamental 01 da Candangolândia;pública;1.588;C;200.565;Sala 03;ADM/SERVIÇOS;SALA DE SERVIDORES;SALA DE SERVIDORES;;"14;4"
8;CRE - Núcleo Bandeirante;69;Centro de Ensino Fundamental Telebrasília;pública;2.656;S;200.566;Sala 20;ADM/SERVIÇOS;SALA DE REFORÇO;DIREÇÃO;;24
8;CRE - Núcleo Bandeirante;69;Centro de Ensino Fundamental Telebrasília;pública;2.656;S;200.567;Sala 17;ADM/SERVIÇOS;DEPÓSITO;SALA DE APOIO;;24
8;CRE - Núcleo Bandeirante;69;Centro de Ensino Fundamental Telebrasília;pública;2.656;S;200.568;Sala 19;ADM/SERVIÇOS;BANHEIRO;BANHEIRO;FEMININO;24
8;CRE - Núcleo Bandeirante;69;Centro de Ensino Fundamental Telebrasília;pública;2.656;S;200.569;Sala 18;ADM/SERVIÇOS;BANHEIRO;BANHEIRO;MASCULINO;24
8;CRE - Núcleo Bandeirante;456;CAIC Juscelino Kubitschek;pública;2.715;T;200.570;T  78;ADM/SERVIÇOS;SALA DE APOIO;BRINQUEDOTECA;;"10;4"
8;CRE - Núcleo Bandeirante;453;Escola Classe Kanegae;pública;971;B;200.571;Sala 05;ADM/SERVIÇOS;BANHEIRO;BANHEIRO;ENSINO ESPECIAL;"5;8"
8;CRE - Núcleo Bandeirante;456;CAIC Juscelino Kubitschek;pública;2.715;T;200.572;T  75;ADM/SERVIÇOS;DEPÓSITO;DEPÓSITO;;"2;6"
15;CRE - São Sebastião;567;CENTRO DE ENSINO MÉDIO 01 DE SÃO SEBASTIÃO;pública;1.943;D;200.573;Sala 05;ADM/SERVIÇOS;BANHEIRO;BANHEIRO;;"18;75"
15;CRE - São Sebastião;595;ESCOLA CLASSE AGROVILA SÃO SEBASTIÃO;pública;2.437;F;200.574;Sala 03;ADM/SERVIÇOS;SALA DE AULA;SALA DE AULA;;25
