code;name;total_rooms;used_rooms;amount_employees
53009541;ESC DAS NACOES;61.0;61.0;225.0
53010450;CE EBENEZER;34.0;23.0;88.0
53010507;CED RENASCENCA;23.0;20.0;56.0
53010515;COL CENEB KIDS;12.0;11.0;27.0
53010558;COL EVOLUCAO;5.0;5.0;10.0
53010604;CEAP - CED APRENDIZ;8.0;8.0;23.0
53010612;ESC DE EDUC INF ALZIRO ZARUR;6.0;6.0;35.0
53010620;INST TECNICO DE EDUC DE BRASILIA - SOBRADINHO II;10.0;10.0;54.0
53010639;CED LUMNI;14.0;14.0;49.0
53010671;ESC INF RAIO DE SOL;4.0;4.0;3.0
53010728;ESC PRESBITERIANA DO GAMA;21.0;21.0;69.0
53010744;CEE 01 DO GUARA;20.0;20.0;146.0
53010752;CEE 01 DO GAMA;33.0;33.0;175.0
53010760;COL ESPU;24.0;15.0;57.0
53010841;ESC CEPROM;13.0;13.0;26.0
53010655;ESCOLINHA E RECREACAO MUNDO INF;0.0;0.0;0.0
53001125;CED OBJETIVO SP-B;0.0;0.0;0.0
53083016;COL MAANAIM;9.0;9.0;38.0
53084012;CE SITIO ENCANTADO;10.0;7.0;17.0
53084020;ESC PEQUENO ENCANTO;12.0;12.0;18.0
53084039;COL ANCHIETA;30.0;5.0;76.0
53084055;COL MAPA;17.0;14.0;43.0
53086007;CED VITORIA REGIA;8.0;7.0;23.0
53087011;INST MAUA;30.0;5.0;16.0
53015967;COL EVEREST BRASILIA;20.0;20.0;149.0
53015975;CEPI IPE-ROSA;9.0;9.0;38.0
53015983;CEPI IPE-ROXO;9.0;9.0;39.0
53015991;CED PROJECAO GUARA II;35.0;35.0;39.0
53016009;CEPI IPE-BRANCO;8.0;8.0;31.0
53016041;EP ANISIO TEIXEIRA;39.0;26.0;80.0
53016106;COL VITORIA - SANTA MARIA;9.0;9.0;25.0
53084004;COL UNIC;0.0;0.0;0.0
53011538;CR VOVO DIVINA;0.0;0.0;0.0
53012232;COL UNISABER SUL;0.0;0.0;0.0
53012003;CEF 02 DO PARANOA;17.0;17.0;111.0
53012011;CED CONDOMINIO ESTANCIA III;15.0;15.0;119.0
53012038;CEF 07 DE SOBRADINHO;15.0;15.0;129.0
53010094;ESCOLINHA O GIRASSOL ENCANTADO;0.0;0.0;0.0
53088000;CEUBRAS;3.0;3.0;16.0
53000013;ASSOC DE MAES PAIS AMIGOS REABILITADORES DE EXCEP - AMPARE;16.0;7.0;41.0
53000030;ASSOC DE PAIS E AMIGOS DOS EXCEP - APAE-DF;59.0;59.0;280.0
53000102;ASSOC PESTALOZZI DE BRASILIA;19.0;19.0;60.0
53000226;ESC CETEB DE JOVENS E ADULTOS;24.0;4.0;61.0
53000234;CEJA ASA SUL - CESAS;25.0;25.0;192.0
53000331;CED DA AUDICAO E LINGUAGEM LUDOVICO PAVONI - CEAL;43.0;43.0;112.0
53000439;CEE 01 DE BRASILIA;74.0;74.0;178.0
53000714;CEE DE DEFICIENTES VISUAIS;30.0;30.0;119.0
53000781;ARVENSE - CED;17.0;17.0;100.0
53000790;ESC URSINHO FELIZ;8.0;8.0;30.0
53012771;CEE 02 DE CEILANDIA;36.0;29.0;155.0
53012780;CEE 01 DE SAMAMBAIA;28.0;28.0;158.0
53012798;EC ASPALHA;5.0;5.0;29.0
53012801;CIL 02 DE BRASILIA;13.0;13.0;73.0
53012810;CEI 304 DO RECANTO DAS EMAS;13.0;13.0;63.0
53012828;CEF 801 DO RECANTO DAS EMAS;21.0;21.0;118.0
53012836;CR SAO VICENTE DE PAULO;5.0;5.0;28.0
53012852;CE DA MONICA;8.0;8.0;15.0
53013735;C DE TREINAMENTO HILTON PINHEIRO MENDES - CETRES;0.0;0.0;0.0
53001656;EC 315 SUL;0.0;0.0;0.0
53002644;CED JUSCELINO KUBITSCHEK - GAMA;0.0;0.0;0.0
53001486;EC 108 SUL;8.0;8.0;41.0
53001494;EC 111 SUL;10.0;10.0;20.0
53001508;EC 113 NORTE;10.0;10.0;48.0
53001516;EC 114 SUL;8.0;8.0;75.0
53001524;EC 115 NORTE;8.0;8.0;45.0
53001532;EC 204 SUL;9.0;9.0;40.0
53013506;EC CORREGO DO ARROZAL;5.0;5.0;23.0
53013514;EC 14 DE SOBRADINHO;14.0;14.0;64.0
53013522;CEF 08 DE SOBRADINHO;15.0;15.0;106.0
53013530;CEF 301 DO RECANTO DAS EMAS;19.0;19.0;100.0
53013549;CEI DO RIACHO FUNDO II;20.0;20.0;90.0
53013557;EC 01 DO RIACHO FUNDO II;20.0;20.0;81.0
53013565;EC 215 DE SANTA MARIA;16.0;14.0;90.0
53013581;ESC PARQUE DO SABER;3.0;3.0;4.0
53013603;INST DE EDUC HAIDEE NEVES - IEHN;13.0;13.0;48.0
53013611;INST MONTE HOREBE ASA SUL;11.0;11.0;17.0
53013620;COL GONCALVES DIAS;9.0;9.0;27.0
53013638;COL MAXWELL;20.0;20.0;58.0
53013654;COL SOMA;50.0;50.0;66.0
53013662;PRO-EDUCAR INST TECNICO EDUCACIONAL;12.0;12.0;34.0
53015053;CR E PRE-ESC RAIO DE SOL;0.0;0.0;0.0
53010043;CR RENASCER;0.0;0.0;0.0
53018400;C CENECISTA DE EDUC PROFISSIONAL FELIPE TIAGO GOMES;0.0;0.0;0.0
53014367;CE ESPACO DO SABER;17.0;11.0;45.0
53014375;CE SENSO;17.0;14.0;24.0
53014391;C DE EDUC NERY LACERDA - CENEL;20.0;16.0;65.0
53014405;ESC ATUAL;33.0;30.0;111.0
53014421;ESC AFFINITY ARTS;8.0;8.0;44.0
53014448;COL ESPACO CRIATIVO;12.0;12.0;68.0
53014464;COL REACAO II;19.0;19.0;66.0
53014472;COL EDUCANDARIO DE FATIMA;23.0;19.0;44.0
53014480;ESC JARDIM ENCANTADO;4.0;4.0;4.0
53014499;CED BETESDA;5.0;5.0;7.0
53014502;COL VIVENCIAR;9.0;9.0;28.0
53014537;ESC MATER DEI;10.0;7.0;11.0
53014545;EC 01 INCRA 08;19.0;19.0;103.0
53014553;CEF 03 DE BRAZLANDIA;16.0;16.0;67.0
53014723;COL CAMINHO;0.0;0.0;0.0
53016157;CEPI CORUJINHA-DO-CERRADO;9.0;9.0;40.0
53016165;CEPI CURIO;9.0;9.0;39.0
53016173;CEPI BEIJA-FLOR;9.0;9.0;39.0
53016181;CEPI QUERO QUERO;9.0;9.0;28.0
53016190;INST PEDAGOGICO CRESCER - IPEC;9.0;7.0;18.0
53016203;COL MDC;4.0;4.0;20.0
53016211;SERVICO NACIONAL DE APRENDIZAGEM DO TRANSPORTE;20.0;20.0;20.0
53016017;C UNIVERSITARIO DO DISTRITO FEDERAL - UDF;0.0;0.0;0.0
53016220;EP DA NATUREZA DE BRAZLANDIA;12.0;12.0;60.0
53016238;CEPI PAINEIRA;9.0;9.0;40.0
53016246;CEPI ANDORINHA;8.0;8.0;35.0
53016254;CEPI JURITI;8.0;8.0;38.0
53016262;CEPI CALIANDRA;9.0;9.0;18.0
53016270;CEPI ONCA-PINTADA;9.0;9.0;27.0
53016289;CEPI TAMANDUA BANDEIRA;8.0;8.0;29.0
53003454;CEF 04 DE TAGUATINGA;15.0;12.0;70.0
53003462;CEF 05 DE TAGUATINGA;12.0;12.0;75.0
53003470;CEF 08 DE TAGUATINGA;13.0;13.0;90.0
53003489;CEF 09 DE TAGUATINGA;11.0;11.0;69.0
53003497;CEF 10 DE TAGUATINGA;16.0;14.0;75.0
53003519;CEF 12 DE TAGUATINGA;20.0;20.0;121.0
53003527;CEF 14 DE TAGUATINGA;16.0;16.0;102.0
53003535;CEF 15 DE TAGUATINGA;17.0;17.0;75.0
53003551;CE DO SESI-DF - TAGUATINGA;70.0;70.0;111.0
53003560;COL PRESBITERIANO SIMONTON;13.0;11.0;27.0
53003578;CED 02 DE TAGUATINGA;20.0;20.0;188.0
53003586;CEM 03 DE TAGUATINGA;19.0;19.0;86.0
53003594;CED 04 DE TAGUATINGA;26.0;18.0;122.0
53000811;CASA DA CRIANCA PAO DE SANTO ANTONIO;14.0;14.0;55.0
53000820;ESC INF CASA DE ISMAEL;7.0;7.0;32.0
53000846;CEF 01 DE BRASILIA;7.0;7.0;34.0
53013824;COL ALUB - SEDE VIII;0.0;0.0;0.0
53004310;EC 50 DE TAGUATINGA;14.0;14.0;78.0
53004329;CEI 03 DE TAGUATINGA;10.0;10.0;59.0
53004337;EC 52 DE TAGUATINGA;8.0;8.0;50.0
53004345;EC 53 DE TAGUATINGA;14.0;14.0;57.0
53004353;EC 55 DE CEILANDIA;20.0;19.0;46.0
53004361;EC ARNIQUEIRA;6.0;6.0;28.0
53004370;EC COLONIA AGRICOLA VICENTE PIRES;7.0;7.0;55.0
53004388;CEF VILA AREAL;11.0;10.0;57.0
53004396;EC 54 DE TAGUATINGA;23.0;20.0;131.0
53004418;CED ADVENTISTA DE TAGUATINGA;19.0;19.0;94.0
53004655;INST DE EDUC GUINESS;16.0;13.0;43.0
53001540;EC 206 SUL;8.0;8.0;45.0
53001559;EC 209 SUL;8.0;8.0;47.0
53001567;CEF 214 SUL;10.0;10.0;50.0
53001575;EC 302 NORTE;8.0;6.0;42.0
53001583;EC 304 NORTE;7.0;7.0;38.0
53001591;EC 304 SUL;8.0;8.0;53.0
53001605;EC 305 SUL;8.0;8.0;51.0
53001613;CEF 306 NORTE;10.0;10.0;64.0
53001621;EC 308 SUL;8.0;7.0;29.0
53006399;EC CURRAL QUEIMADO;0.0;0.0;0.0
53014049;INST EDUCACIONAL EVANGELICO NAZARENO;0.0;0.0;0.0
53005473;CED 02 DE SOBRADINHO;19.0;19.0;144.0
53005503;COL LA SALLE - SOBRADINHO;22.0;22.0;81.0
53005511;MONT BLANC CED;13.0;13.0;65.0
53005619;COL ALLAN KARDEC;25.0;25.0;23.0
53005627;EC 01 DE SOBRADINHO;12.0;12.0;67.0
53002210;JI 21 DE ABRIL;5.0;5.0;29.0
53002229;JI CASA DO CANDANGO;15.0;15.0;86.0
53002237;JI 102 SUL;4.0;4.0;22.0
53002245;JI 106 NORTE;5.0;5.0;28.0
53002253;JI 108 SUL;4.0;4.0;24.0
53002261;JI 114 SUL;4.0;4.0;22.0
53002270;JI 208 SUL;4.0;4.0;31.0
53002288;JI 302 NORTE;4.0;4.0;27.0
53002296;JI 303 SUL;5.0;5.0;36.0
53002318;JI 305 SUL;4.0;4.0;32.0
53002326;JI 308 SUL;4.0;4.0;24.0
53002334;JI 312 NORTE;6.0;6.0;39.0
53002342;JI 314 SUL;4.0;4.0;21.0
53002350;JI 316 SUL;4.0;4.0;24.0
53002369;JI 404 NORTE;5.0;4.0;29.0
53015932;C UNIVERSITARIO IESB - UNIDADE SHOPPING JK;0.0;0.0;0.0
53003047;CED ENGENHO DAS LAJES;12.0;13.0;97.0
53003055;EC PONTE ALTA DE CIMA;5.0;5.0;32.0
53003063;CEF PONTE ALTA NORTE;7.0;7.0;50.0
53003071;CEF 15 DO GAMA;25.0;20.0;79.0
53003080;ESC ADVENTISTA DO GAMA;30.0;28.0;128.0
53003098;CE MAURICIO DE NASSAU - CEMAN;50.0;50.0;43.0
53003241;COL PAX;23.0;23.0;55.0
53003268;CFP ROSERVARTE ALVES DE SOUSA - SENAI GAMA;29.0;29.0;82.0
53003284;ASSOC DE PAIS E AMIGOS EXCEP E DEFICIENTES - APAED;27.0;27.0;48.0
53003292;CE ARCO IRIS ENCANTADO;9.0;9.0;15.0
53003381;CAIC PROF WALTER JOSE DE MOURA;40.0;40.0;197.0
53003403;CR CANTINHO DA PAZ;18.0;18.0;102.0
53003420;CE BRASIL CENTRAL;23.0;21.0;86.0
53003446;CEF 03 DE TAGUATINGA;23.0;20.0;104.0
53014430;INST SAGARANA;0.0;0.0;0.0
53016297;CEPI JABUTI;9.0;9.0;32.0
53016319;CEPI CANARIO DA TERRA;9.0;9.0;38.0
53016327;CEPI PEQUIZEIRO;9.0;9.0;42.0
53016335;CEPI ARARA-CANINDE;9.0;9.0;31.0
53016343;CEPI SABIA-DO-CAMPO;9.0;9.0;39.0
53016351;CEPI LOBO-GUARA;9.0;9.0;41.0
53016378;CEF 05 DO PARANOA;18.0;18.0;84.0
53010710;CED LOBO MARIANO FAVO DE MEL;0.0;0.0;0.0
53084071;ESC DIVINO MESTRE;0.0;0.0;0.0
53009509;CR MAT E JI MEDALHA MILAGROSA;0.0;0.0;0.0
53016386;CIL 01 DE PLANALTINA;10.0;10.0;17.0
53016394;CEPI OLHOS DAGUA;9.0;9.0;30.0
53016408;CIL 01 DE SANTA MARIA;4.0;4.0;23.0
53016416;CEI 01 DE CEILANDIA;8.0;8.0;40.0
53016424;CEPI BURITI;9.0;9.0;27.0
53016432;CIL 01 DO RECANTO DAS EMAS;10.0;10.0;52.0
53016440;CEPI JEQUITIBA;8.0;8.0;36.0
