COD MEC;INSTITUIÇÃO EDUCACIONAL;ENDEREÇO;DENOMINAÇÃO ANTERIOR
53001451;EC 102 Sul;SQS 102;EC da SQS 102
53001478;EC 106 Norte;SQN 106
53001486;EC 108 Sul;SQS 108;EC do IAPB
53001494;EC 111 Sul;SQS 111;EC da SQS 111
53001508;EC 113 Norte;SQN 113
53001516;EC 114 Sul;SQS 114;EC da SQ 114 Sul
53001524;EC 115 Norte;SQN 115
53001532;EC 204 Sul;SQS 204;EC da SQS 204
53001540;EC 206 Sul;SQS 206;EC da SQ 206 Sul
53001559;EC 209 Sul;SQS 209
53001575;EC 302 Norte;SQN 302
53001583;EC 304 Norte;SQN 304
53001591;EC 304 Sul;SQS 304;EC da SQ 304 Sul
53001605;EC 305 Sul;SQS 305;EC da SQ 305 Sul
Escola Experimental da SQ 305 Sul
53001621;EC 308 Sul;SQS 308;EC da SQ 308 Sul
53001630;EC 312 Norte;SQN 312;EC da SQ 312 Norte
53001648;EC 314 Sul;SQS 314;EC da SQ 314 Sul
53001672;EC 316 Sul;SQS 316;EC da SQS 316
53001680;EC 403 Norte;SQN 403;EC da SQ 403 Norte
53001699;EC 405 Norte;SQN 405;EC da SQ 405 Norte
53001710;EC 407 Norte;SQN 407;EC da SQ 407 Norte
53001737;EC 410 Sul;SQS 410;EC da SQ 410 Sul
53001745;EC 411 Norte;SQN 411;EC da SQ 411 norte
53001753;EC 413 Sul;SQS 413;EC da SQ 413 Sul
53001761;EC 415 Norte;SQN 415
53001770;EC 416 Sul;SQS 416
53001788;EC 708 Norte;SHCGN 707/708;Escola Provisória nº 2 da Asa Norte ou EC da SQ 708 Norte
53001435;EC da Vila do RCG (Regimento de Cavalaria de Guarda);;EC 07 Cruzeiro
53001800;EC do SMU (Setor Militar Urbano);AE DA QRO SMU
53001818;EC Granja do Torto;AE DA GRANJA DO TORTO;EC do Torto
53000846;CEF 01 de Brasília;SQS 106;EC da SQ 106 Sul
53000862;CEF 02 de Brasília;SQS 107;EC da SQ 107 Sul
53000870;CEF 03 de Brasília;;SQS 103;EC da SQS 103
53000889;CEF 04 de Brasília;;SQS 113;EC da SQ 113 Sul
53000897;CEF 05 de Brasília;;SQS 408;EC da SQ 407 Norte
53013972;CEF 07 de Brasilia;;HCGN 912 MODS A, B,C E D
53001443;CEF 102 Norte;SQN 102;EC da SQN 102
53001460;CEF 104 Norte;SQN 104;EC da SQN 104
53001567;CEF 214 Sul;SQS 214;EC da SQS 214
53001613;CEF 306 Norte;SQN 306;EC da SQN 306
53001664;CEF 316 Norte;SQN 316;EC 316 Norte
53001702;CEF 405 Sul;SQS 405;EC da SQS 405
53001729;CEF 410 Norte;SQN 410;EC 12-B
53001265;SGAS QD 909 CONJ A;Ginásio do Plano Piloto de Brasília
53000919;CEF GAN (Ginásio da Asa Norte);SGAN 603/604 LT D
53000927;CEF Polivalente;SGAS 913 MOD 57/58;E. Polivalente Modelo do DF
53001044;CED Gisno (Ginásio do Setor Noroeste);SGAN 907 MOD A;
53001010;CEM Asa Norte - CEAN;SGAN 606 MOD G/H;
53001036;CEM Elefante Branco;SGAS 908 MOD 25/26;CEM Elefante Branco - CEMEB
CED Elefante Branco




2
;;Histórico das Escolas públicas.xlsx - ATIVAS;;02/12/2015
COD MEC;INSTITUIÇÃO EDUCACIONAL;;ENDEREÇO;DENOMINAÇÃO ANTERIOR
53000986;CEM Paulo Freire;SGAN 610 MOD A;;Colégio da Asa Norte
CED 01 de Brasília Norte
CED - CAN
CED Paulo Freire
53001206;CEM Setor Leste;SGAS 611/612 CONJ E;Colégio Industrial do Plano Piloto
Colégio do Setor Leste
CED Setor Leste
53001214;CEM Setor Oeste;SGAS 912/913;;Ginásio Moderno - Plano Piloto
Ginásio Setor Oeste
CE de 1º Grau 01 de Brasília Sul
Centro Interescolar de Comunicação e Expressão e de Matemática
CED Setor Oeste
53002148;Escola Meninos e Meninas do Parque;ESTACIONAMENTO 06-PARQUE SARAH KUBITSCHEK
PROEM - Escola do Parque da Cidade (Promoção Educativa do
53001893;SGAS Q. 909 LT 27
Menor)
II - GAMA
53002814;EC 01 do Gama;EQ 18/21 Praça 2 AE - Setor Leste;;EC Nº 01 ou EC do Gama
53002822;EC 02 do Gama;EQ 02/04 AE - Setor Oeste;EC Nº 02 ou EC do Gaminha
53002830;EC 03 do Gama;EQ 10/15 AE - Setor Leste;EC Nº 03
53002857;EC 06 do Gama;EQ 09/19 AE - Setor Oeste;EC Nº 06
53002865;EC 07 do Gama;QD 10 AE - Setor Sul;EC Nº 07
53002873;EC 09 do Gama;QD 03 AE - Setor Sul;EC Nº 09
53002881;EC 10 do Gama;EQ 10/21 AE - Setor Oeste;EC Nº 10
53002890;EC 12 do Gama;QD 01 AE - Setor Norte;;EC Nº 12
53002911;EC 14 do Gama;EQ 29/33 AE 5 - Setor Leste;;EC Nº 14
53002920;EC 15 do Gama;QD 02 AE – Setor Norte;;EC Nº 15
53002938;EC 16 do Gama;QD 06 AE - Setor Sul;EC Nº 16
53002946;EC 17 do Gama;QD 07 AE - Setor Sul;EC Nº 17
53002954;EC 18 do Gama;QD 05 CONJ D AE - Setor Sul;;EC Nº 18
53002962;EC 19 do Gama;EQ 30/49 AE - Setor Leste;EC Nº 19
53002989;EC 21 do Gama;EQ 44/45 AE - Setor Leste;EC Nº 21
ENDEREÇO PROVISÓRIO - EQ 17/27 - AE ST OESTE (EQ 33/35 AE -
53002997;EC 22 do Gama;;EC Nº 22
Setor Central )
53003020;EC 28 do Gama;QD A LT B - Setor Oeste
53002520;EC 29 do Gama;EQ 13/15 AE - Setor Sul;CE de 1º Grau 09 do Gama
CEF 09 do Gama
53009398;EC Córrego Barreiro;BR 060 DF 180 Km 8 – NR Ponte Alta;E. Rural Córrego Barreiro
53003055;EC Ponte Alta de Cima;DF 290 Km 14 - FAZ Ponte Alta Norte
53002784;CEF 01 do Gama;EQ 01/02 AE – Setor Norte;Centro 01 de Ensino de 1º Grau
Centro Interescolar 01 do Gama
53003004;CEF 03 do Gama;EQ 06/11 AE - Setor Leste;EC 24 do Gama
53002490;CEF 04 do Gama;EQ 29/33 Praça 3 AE - Setor Leste;;Centro 04 de Ensino de 1º Grau
CE de 1º Grau 04 do Gama
53002504;CEF 05 do Gama;EQ 26/29 AE - Setor Oeste;Centro 05 de Ensino de 1º Grau
CE de 1º Grau 05 do Gama




3
;;Histórico das Escolas públicas.xlsx - ATIVAS;02/12/2015
COD MEC;;INSTITUIÇÃO EDUCACIONAL;ENDEREÇO;;DENOMINAÇÃO ANTERIOR
53002512;CEF 08 do Gama;QD 02 AE - Setor Sul;CE de 1º Grau Nº 8
CE de 1º Grau 08 do Gama
53002539;CEF 10 do Gama;EQ 19/22 AE - Setor Oeste;EC 25 do Gama
CE de 1º Grau 10 do Gama
53002547;CEF 11 do Gama;QD 01 AE - Setor Sul;EC Nº 11
EC 11 do Gama
CE de 1º Grau 11 do Gama
53003071;CEF 15 do Gama;EQ 05/11 AE 27/36 - Setor Sul;EN do Gama
CED 05 do Gama
53002466;CEF Ponte Alta do Baixo;ROD 290 Km 14;EC Ponte Alta do Baixo
CE de 1º Grau Ponte Alta do Baixo
53003063;CEF Ponte Alta Norte;;DF 475 Km 05 - NR Ponte Alta Norte;;EC Ponte Alta Norte
53002610;CED 06 do Gama;EQ 02/07 AE - Setor Leste;Centro 03 de Ensino de 1º Grau
CE de 1º Grau 03 do Gama
CED 04 do Gama
CEM 04 do Gama
53002563;CED 07 do Gama;Praça 01 LT 03 – Setor Central do Gama;;EC 27 do Gama
CE de 1º Grau 13
CEF 13 do Gama do Gama
53002482;CED 08 do Gama;EQ 04/10 AE F - Setor Sul;Centro 02 de Ensino de 1º Grau
CE de 1º Grau 02 do Gama
CEF 02 do Gama
CED 08 do Gama
53009380;CED Casa Grande;;NR Casa Grande MOD Agrícola 16 Chácara 01;EC Casa Grande
CEF Casa Grande
53003047;CED Engenho das Lajes;;BR 060 Km 30 - ROD Brasília-Goiânia;;E. Rural Engenho das Lajes
EC Engenho das Lajes
CEF Engenho das Lajes
53002474;CED Gesner Teixeira;;Rua das Dálias LTs 2 a 6 - Cidade Nova DVO;E. Rural do DVO
EC Gesner Teixeira
CE de 1º Grau Gesner Teixeira
CEF Gesner Teixeira
53002580;CEM 01 do Gama;EQ 18/21 AE - Setor Leste;Ginásio Moderno do Gama, posteriormente Ginásio do Gama
Colégio do Gama
CED 01 do Gama
53002598;CEM 02 do Gama;AE 27/36 - Setor Central;CE de 1º Grau 07 do Gama
Centro Interescolar 03 do Gama
CED 02 do Gama
53002601;CEM 03 do Gama;QD 05 AE F - Setor Sul;Centro 06 de Ensino de 1º Grau
Centro Interescolar 02 do Gama
CED 03 do Gama
53014812;CEMI - CEM Integrado a Educação Profissional do Gama;EQ 04/10 – AE E – St Sul
53002458;CAIC Carlos Castello Branco;EQ 20/23 AE - Setor Oeste;CAIC Gama (Carlos Castello Branco)



4
;Histórico das Escolas públicas.xlsx - ATIVAS;;02/12/2015
COD MEC;;INSTITUIÇÃO EDUCACIONAL;ENDEREÇO;DENOMINAÇÃO ANTERIOR
III - TAGUATINGA
53004027;EC 01 de Taguatinga;;QSC 01 AE 01;Grupo Escolar de Taguatinga ou EC nº 1 de Taguatinga
EC Nº 14
EC 14 de Taguatinga
53004035;EC 06 de Taguatinga;CNB 12 AE 01;EC Nº 06
53004043;EC 08 de Taguatinga;QNG 12 AE 14;EC Nº 08
53004051;EC 10 de Taguatinga;QSD 18 AE 23;EC Nº 10
53004060;EC 11 de Taguatinga;QSC 12/14 AE;EC Nº 11
53004078;EC 12 de Taguatinga;QNH 06/07 AE;EC Nº 12
53004086;EC 13 de Taguatinga;QSF 05 AE 02;EC Nº 13
53004094;EC 15 de Taguatinga;QND 43 LT 23 AE;;EC Nº 15
53004108;EC 16 de Taguatinga;EQNG 06/ 07 AE 15;EC Nº 16
53004116;EC 17 de Taguatinga;QSA 03/05 AE 01/02;EC Nº 17
53004124;EC 18 de Taguatinga;QND 12 AE LT 41;;EC Nº 18
53004132;EC 19 de Taguatinga;QNA 39 AE 19;EC Nº 19
53004175;EC 27 de Taguatinga;QNF 19 ECNF 01 AE;EC Nº 27
53004191;EC 29 de Taguatinga;QNJ 18 AE 10;EC Nº 29
53004213;EC 39 de Taguatinga;QNC 15 AE 15/17;;EC Nº 40
EC Nº 39
53004230;EC 41 de Taguatinga;EQNL 13/15 AE
53004248;EC 42 de Taguatinga;EQNM 34/36 AE 01
53004264;EC 45 de Taguatinga;EQNM 40/42 AE
53004272;EC 46 de Taguatinga;EQNL 21/23 LT 01
53004310;EC 50 de Taguatinga;EQNL 02/04
53004337;EC 52 de Taguatinga;EQNM 38 AE 01
53004345;EC 53 de Taguatinga;QNL 16 Via 01 LT 02
53004361;EC Arniqueira;SMPW - QD 04 - CONJ 04 - AE 05 - Colônia Agrícola Arniqueira
53004396;EC 54 de Taguatinga;AE 01/02 – Setor D Sul;Colégio de Taguatinga Sul
CED de Taguatinga Sul
Escola Normal de Taguatinga
CEF 18 de Taguatinga
53003446;CEF 03 de Taguatinga;;QSA 24/25 AE;Centro 03 de Ensino de 1º Grau
CE de 1º Grau 03 de Taguatinga
53003454;CEF 04 de Taguatinga;;EQNL 05/07 LT 01;CE de 1º Grau Nº 04
CE de 1º Grau 04 de Taguatinga
53003462;CEF 05 de Taguatinga;;QSE 22 AE 09/10;;CE de 1º Grau Nº 05
CE de 1º Grau 05 de Taguatinga
53003470;CEF 08 de Taguatinga;;QNA 52 LT 26;CE de 1º Grau 08
53003489;CEF 09 de Taguatinga;;QSD AE Sul 02;;Escola Primária Betel
EC N º 09
